0.000000 1.000000e+00 7.234805e-17
0.040000 9.993956e-01 6.227132e-17
0.080000 9.975568e-01 5.243650e-16
0.120000 9.944469e-01 1.266081e-15
0.160000 9.900356e-01 1.491960e-15
0.200000 9.842999e-01 1.475565e-16
0.240000 9.772245e-01 -2.971312e-15
0.280000 9.688009e-01 -5.921094e-15
0.320000 9.590287e-01 -6.127363e-15
0.360000 9.479151e-01 -2.795295e-15
0.400000 9.354751e-01 2.333986e-15
0.440000 9.217314e-01 6.467222e-15
0.480000 9.067136e-01 7.519420e-15
0.520000 8.904576e-01 5.691440e-15
0.560000 8.730058e-01 2.351706e-15
0.600000 8.544056e-01 -6.743890e-16
0.640000 8.347091e-01 -3.050676e-15
0.680000 8.139724e-01 -4.984397e-15
0.720000 7.922544e-01 -6.428430e-15
0.760000 7.696161e-01 -6.663394e-15
0.800000 7.461203e-01 -4.841440e-15
0.840000 7.218302e-01 -9.019139e-16
0.880000 6.968090e-01 3.927791e-15
0.920000 6.711191e-01 8.139661e-15
0.960000 6.448216e-01 1.043075e-14
1.000000 6.179757e-01 1.037250e-14
1.040000 5.906380e-01 8.315917e-15
1.080000 5.628627e-01 5.247148e-15
1.120000 5.347007e-01 2.214973e-15
1.159999 5.061996e-01 -7.976926e-16
1.199999 4.774035e-01 -3.765949e-15
1.239999 4.483530e-01 -6.537293e-15
1.279999 4.190852e-01 -8.801430e-15
1.319999 3.896334e-01 -1.052390e-14
1.359999 3.600274e-01 -1.104910e-14
1.399999 3.302938e-01 -1.072202e-14
1.439999 3.004557e-01 -9.799337e-15
1.479999 2.705332e-01 -8.621233e-15
1.519999 2.405437e-01 -7.332729e-15
1.559999 2.105016e-01 -5.940286e-15
1.599999 1.804191e-01 -4.388101e-15
1.639999 1.503063e-01 -2.763237e-15
1.679999 1.201714e-01 -1.073347e-15
1.719999 9.002086e-02 7.291378e-16
1.759999 5.985988e-02 2.581622e-15
1.799999 2.969263e-02 4.225545e-15
1.839999 -4.774921e-04 5.923169e-15
1.879999 -3.064759e-02 7.669527e-15
1.919999 -6.081497e-02 9.333712e-15
1.959999 -9.097685e-02 1.122783e-14
1.999999 -1.211301e-01 1.305707e-14
2.039999 -1.512710e-01 1.479289e-14
2.079999 -1.813948e-01 1.630775e-14
2.119999 -2.114958e-01 1.782728e-14
2.159999 -2.415666e-01 1.946604e-14
2.199999 -2.715984e-01 2.107232e-14
2.239999 -3.015804e-01 2.262038e-14
2.279999 -3.314995e-01 2.358501e-14
2.319999 -3.613403e-01 2.322163e-14
2.359998 -3.910848e-01 2.115187e-14
2.399998 -4.207123e-01 1.707535e-14
2.439998 -4.501990e-01 1.134538e-14
