0.000000 0.000000e+00 3.827458e-14
0.040000 -7.717905e-09 3.845178e-14
0.080000 -8.929397e-09 3.953945e-14
0.120000 -2.056643e-08 3.943952e-14
0.160000 1.168225e-08 3.858827e-14
0.200000 -2.181684e-09 3.899642e-14
0.240000 4.527428e-09 4.022065e-14
0.280000 5.944900e-10 4.034616e-14
0.320000 -6.789935e-11 3.973975e-14
0.360000 -4.113476e-11 4.021209e-14
0.400000 1.209775e-09 4.157820e-14
0.440000 -7.476313e-10 4.218343e-14
0.480000 -8.321371e-10 4.195902e-14
0.520000 1.555086e-09 4.232768e-14
0.560000 -4.100869e-09 4.364574e-14
0.600000 1.095554e-09 4.485065e-14
0.640000 1.220805e-09 4.538718e-14
0.680000 -8.817070e-10 4.587401e-14
0.720000 1.449931e-09 4.687619e-14
0.760000 1.445256e-09 4.819530e-14
0.800000 5.104009e-09 4.951042e-14
0.840000 1.525914e-09 5.087355e-14
0.880000 -6.480422e-10 5.232234e-14
0.920000 6.443460e-10 5.360156e-14
0.960000 3.814612e-10 5.463344e-14
1.000000 1.653619e-10 5.593158e-14
1.040000 -5.722419e-10 5.812587e-14
1.080000 -1.199680e-09 6.109764e-14
1.120000 -4.032974e-10 6.387537e-14
1.159999 5.375148e-09 6.554724e-14
1.199999 -3.485097e-10 6.625120e-14
1.239999 -1.614920e-10 6.720084e-14
1.279999 -1.363732e-10 6.969896e-14
1.319999 -2.371187e-12 7.403449e-14
1.359999 6.006737e-11 7.919408e-14
1.399999 1.278840e-10 8.357565e-14
1.439999 1.918812e-10 8.611207e-14
1.479999 1.729241e-10 8.699242e-14
1.519999 1.172777e-12 8.753986e-14
1.559999 4.099763e-11 8.939405e-14
1.599999 2.038539e-11 9.353810e-14
1.639999 -7.295886e-12 9.972694e-14
1.679999 -8.395609e-12 1.065830e-13
1.719999 4.992529e-12 1.122648e-13
1.759999 6.431184e-13 1.153388e-13
1.799999 1.551764e-13 1.154327e-13
1.839999 1.503506e-13 1.133762e-13
1.879999 2.111260e-13 1.107758e-13
1.919999 1.330499e-12 1.092216e-13
1.959999 2.353083e-12 1.094823e-13
1.999999 4.011933e-12 1.110686e-13
2.039999 9.031848e-12 1.124019e-13
2.079999 -2.280467e-12 1.115674e-13
2.119999 -1.290667e-11 1.073300e-13
2.159999 -5.459487e-12 9.990548e-14
2.199999 5.402781e-11 9.101027e-14
2.239999 3.733208e-12 8.305241e-14
2.279999 -3.869752e-11 7.782431e-14
2.319999 -4.057445e-10 7.547944e-14
2.359998 -7.581435e-13 7.454720e-14
2.399998 1.719703e-10 7.311833e-14
2.439998 -1.906223e-10 7.040128e-14
2.479998 -8.830964e-11 6.733167e-14
2.519998 -2.152215e-09 6.549641e-14
2.559998 6.002966e-10 6.518209e-14
2.599998 3.449148e-10 6.457935e-14
2.639998 -9.429082e-10 6.147480e-14
2.679998 3.299716e-09 5.611180e-14
2.719998 -2.616226e-09 5.183497e-14
2.759998 -3.589970e-10 5.178405e-14
