0.000000 9.999987e-01 9.778887e-09 -7.688398e-07 6.104453e-09
0.520000 8.904561e-01 1.187436e-08 -8.847243e-07 6.564276e-09
1.040000 5.906364e-01 1.234002e-08 -9.513157e-07 7.379496e-09
1.559999 2.105000e-01 1.251465e-08 -1.241482e-06 9.970986e-09
2.079999 -1.813965e-01 1.257285e-08 -1.388001e-06 1.093619e-08
2.599998 -5.661525e-01 1.257285e-08 -9.596649e-07 7.816252e-09
3.119998 -8.910452e-01 1.257285e-08 -7.820544e-07 6.173752e-09
3.639997 -1.034443e+00 1.443550e-08 -8.631586e-07 6.578708e-09
4.159997 -9.113503e-01 1.583248e-08 -8.416745e-07 6.745931e-09
4.679996 -5.916902e-01 1.606531e-08 -1.198504e-06 8.686552e-09
5.199996 -2.047308e-01 1.618173e-08 -1.280607e-06 9.627843e-09
5.719995 1.898875e-01 1.623994e-08 -1.612069e-06 1.201937e-08
6.239995 5.780589e-01 1.699664e-08 -1.173146e-06 9.219610e-09
6.759994 9.041256e-01 1.699664e-08 -8.016750e-07 6.280103e-09
7.279994 1.036437e+00 1.722947e-08 -7.575671e-07 6.135676e-09
7.799993 8.926623e-01 1.955777e-08 -9.012248e-07 6.789213e-09
8.320001 5.604064e-01 2.002344e-08 -1.209712e-06 8.414907e-09
8.840013 1.704886e-01 2.031447e-08 -1.304832e-06 1.030271e-08
9.360024 -2.247314e-01 1.973240e-08 -1.315676e-06 1.060686e-08
9.880036 -6.118400e-01 2.025627e-08 -1.052329e-06 7.749220e-09
10.400048 -9.276466e-01 2.118759e-08 -8.555787e-07 6.666460e-09
10.920060 -1.034829e+00 2.188608e-08 -7.687419e-07 6.149044e-09
11.440072 -8.646600e-01 2.188608e-08 -9.282194e-07 6.782944e-09
11.960084 -5.203937e-01 2.281740e-08 -1.037724e-06 7.645750e-09
12.480096 -1.284483e-01 2.281740e-08 -1.193318e-06 9.601580e-09
13.000108 2.669380e-01 2.526212e-08 -1.362759e-06 1.105710e-08
13.520120 6.514174e-01 2.211891e-08 -9.952554e-07 7.242142e-09
14.040132 9.523510e-01 2.374873e-08 -8.624692e-07 6.877145e-09
14.560143 1.029166e+00 2.514571e-08 -8.455112e-07 6.605441e-09
15.080155 8.315699e-01 2.328306e-08 -9.266701e-07 7.846769e-09
15.600167 4.765275e-01 2.572779e-08 -1.086345e-06 8.748909e-09
16.120178 8.315200e-02 2.648449e-08 -1.496851e-06 1.134890e-08
16.640190 -3.122027e-01 2.572779e-08 -1.339779e-06 9.990631e-09
17.160202 -6.927745e-01 2.933666e-08 -9.600938e-07 7.509128e-09
17.680214 -9.754799e-01 2.537854e-08 -1.032073e-06 7.359630e-09
18.200226 -1.019185e+00 2.654269e-08 -8.790622e-07 7.491680e-09
18.720238 -7.948743e-01 2.793968e-08 -9.428397e-07 7.307708e-09
19.240250 -4.305638e-01 3.189780e-08 -1.153448e-06 8.539593e-09
19.760262 -3.621357e-02 3.173773e-08 -1.699634e-06 1.322048e-08
20.280273 3.589376e-01 3.050081e-08 -1.226958e-06 1.000326e-08
20.800285 7.342509e-01 2.770685e-08 -1.225745e-06 9.155460e-09
21.320297 9.957542e-01 2.677552e-08 -8.148181e-07 6.188524e-09
21.840309 1.004806e+00 2.933666e-08 -7.905953e-07 5.959151e-09
22.360321 7.553252e-01 3.143214e-08 -1.105462e-06 8.241552e-09
22.880333 3.832858e-01 3.213063e-08 -1.325683e-06 1.071253e-08
23.400345 -1.169888e-02 3.054447e-08 -1.778468e-06 1.331739e-08
23.920357 -4.064334e-01 2.968591e-08 -1.190532e-06 9.219317e-09
24.440369 -7.749702e-01 2.770685e-08 -1.080860e-06 9.044968e-09
24.960381 -1.012480e+00 2.980232e-08 -1.081083e-06 8.311741e-09
25.480392 -9.861475e-01 3.236346e-08 -9.944994e-07 7.856627e-09
26.000404 -7.134891e-01 3.119931e-08 -9.405194e-07 7.188252e-09
26.520416 -3.351743e-01 3.073364e-08 -1.571003e-06 1.217934e-08
27.040428 6.019884e-02 3.508467e-08 -2.084995e-06 1.585106e-08
27.560440 4.542265e-01 3.364403e-08 -1.259778e-06 9.327296e-09
