0.000000 2.401362e-01 7.353299e-12 2.327589e-07 1.095314e-12 2.500000e-01 5.741132e-12
0.520000 4.052810e-01 6.626339e-12 -5.625328e-08 1.223171e-12 1.572209e-01 5.034282e-12
1.040000 4.162925e-01 4.875725e-12 -4.329187e-08 1.624370e-12 3.040332e-02 3.041589e-12
1.559999 3.274473e-01 3.321233e-12 4.685298e-09 2.330434e-12 4.905813e-04 5.941639e-13
2.079999 2.548398e-01 2.806168e-12 2.955964e-10 2.773799e-12 2.707997e-04 5.506463e-13
2.599998 1.871349e-01 4.537841e-12 -1.561757e-10 1.782004e-12 2.566983e-02 3.104876e-12
3.119998 6.093537e-02 7.147663e-12 -2.096277e-08 1.131131e-12 1.575491e-01 4.838199e-12
3.639997 1.243103e-02 7.599871e-12 7.154469e-08 1.069739e-12 2.862963e-01 6.142602e-12
4.159997 2.000907e-01 6.221759e-12 -1.135000e-07 1.323711e-12 1.725182e-01 5.767540e-12
4.679996 3.257668e-01 5.156237e-12 7.968508e-09 1.561056e-12 3.063971e-02 2.977589e-12
5.199996 3.089505e-01 3.275103e-12 -2.634139e-09 2.407167e-12 4.390882e-04 5.873289e-13
5.719995 2.702261e-01 3.005546e-12 -2.044400e-09 2.645518e-12 3.249295e-04 6.376544e-13
6.239995 2.152485e-01 4.841396e-12 -8.250653e-10 1.711758e-12 2.792684e-02 3.304063e-12
6.759994 7.831644e-02 7.153364e-12 -3.579778e-08 1.235031e-12 1.670093e-01 5.305843e-12
7.279994 7.521507e-03 7.980411e-12 4.989116e-09 1.069973e-12 2.884148e-01 6.291815e-12
7.799993 1.817193e-01 6.860650e-12 2.479992e-08 1.203103e-12 1.588008e-01 5.471222e-12
8.320001 3.054565e-01 4.883546e-12 -1.112717e-08 1.715120e-12 2.465820e-02 3.014155e-12
8.840013 3.008308e-01 2.945526e-12 -7.876820e-10 2.748514e-12 2.110372e-04 4.753310e-13
9.360024 2.741442e-01 3.205546e-12 2.122724e-10 2.528530e-12 6.373344e-04 9.254905e-13
9.880036 2.203886e-01 5.591820e-12 7.357886e-09 1.589252e-12 3.502099e-02 3.399413e-12
10.400048 7.391055e-02 7.936618e-12 5.314931e-08 1.147418e-12 1.852326e-01 5.409225e-12
10.920060 1.108396e-02 8.385140e-12 7.409550e-08 1.125949e-12 2.869065e-01 6.378037e-12
11.440072 1.872261e-01 6.676577e-12 1.864226e-08 1.377587e-12 1.396706e-01 5.594512e-12
11.960084 2.992552e-01 5.237873e-12 -1.495273e-08 1.651589e-12 1.832275e-02 2.598207e-12
12.480096 2.958061e-01 3.121461e-12 -2.205714e-09 2.663424e-12 6.802442e-05 2.814140e-13
13.000108 2.751209e-01 3.416175e-12 4.506498e-09 2.511988e-12 1.269231e-03 1.293649e-12
13.520120 2.167787e-01 6.128104e-12 9.409394e-09 1.601923e-12 4.500153e-02 3.677031e-12
14.040132 6.182375e-02 7.300730e-12 -1.037115e-09 1.224967e-12 2.057728e-01 6.787964e-12
14.560143 1.900602e-02 8.127116e-12 7.471380e-09 1.113096e-12 2.804303e-01 7.141988e-12
15.080155 1.996134e-01 7.430885e-12 -7.472577e-08 1.296116e-12 1.196034e-01 5.017252e-12
