0.000000 9.999987e-01 2.503395e-07 -7.688398e-07 1.562740e-07
0.520000 8.904561e-01 3.039837e-07 -8.847243e-07 1.680455e-07
1.040000 5.906364e-01 3.159046e-07 -9.513157e-07 1.889151e-07
1.559999 2.105000e-01 3.203750e-07 -1.241482e-06 2.552572e-07
2.079999 -1.813965e-01 3.218651e-07 -1.388001e-06 2.799666e-07
2.599998 -5.661525e-01 3.218651e-07 -9.596649e-07 2.000960e-07
3.119998 -8.910452e-01 3.218651e-07 -7.820544e-07 1.580480e-07
3.639997 -1.034443e+00 3.695488e-07 -8.631586e-07 1.684149e-07
4.159997 -9.113503e-01 4.053116e-07 -8.416745e-07 1.726958e-07
4.679996 -5.916902e-01 4.112721e-07 -1.198504e-06 2.223757e-07
5.199996 -2.047308e-01 4.142523e-07 -1.280607e-06 2.464728e-07
5.719995 1.898875e-01 4.157424e-07 -1.612069e-06 3.076959e-07
6.239995 5.780589e-01 4.351139e-07 -1.173146e-06 2.360220e-07
6.759994 9.041256e-01 4.351139e-07 -8.016750e-07 1.607706e-07
7.279994 1.036437e+00 4.410744e-07 -7.575671e-07 1.570733e-07
7.799993 8.926623e-01 5.006790e-07 -9.012248e-07 1.738038e-07
8.320001 5.604064e-01 5.126000e-07 -1.209712e-06 2.154216e-07
8.840013 1.704886e-01 5.200505e-07 -1.304832e-06 2.637495e-07
9.360024 -2.247314e-01 5.051494e-07 -1.315676e-06 2.715356e-07
9.880036 -6.118400e-01 5.185604e-07 -1.052329e-06 1.983800e-07
10.400048 -9.276466e-01 5.424023e-07 -8.555787e-07 1.706614e-07
10.920060 -1.034829e+00 5.602836e-07 -7.687419e-07 1.574155e-07
11.440072 -8.646600e-01 5.602836e-07 -9.282194e-07 1.736434e-07
11.960084 -5.203937e-01 5.841255e-07 -1.037724e-06 1.957312e-07
12.480096 -1.284483e-01 5.841255e-07 -1.193318e-06 2.458004e-07
13.000108 2.669380e-01 6.467104e-07 -1.362759e-06 2.830617e-07
13.520120 6.514174e-01 5.662441e-07 -9.952554e-07 1.853988e-07
14.040132 9.523510e-01 6.079674e-07 -8.624692e-07 1.760549e-07
14.560143 1.029166e+00 6.437302e-07 -8.455112e-07 1.690993e-07
15.080155 8.315699e-01 5.960464e-07 -9.266701e-07 2.008773e-07
15.600167 4.765275e-01 6.586313e-07 -1.086345e-06 2.239721e-07
16.120178 8.315200e-02 6.780028e-07 -1.496851e-06 2.905318e-07
16.640190 -3.122027e-01 6.586313e-07 -1.339779e-06 2.557602e-07
17.160202 -6.927745e-01 7.510185e-07 -9.600938e-07 1.922337e-07
17.680214 -9.754799e-01 6.496906e-07 -1.032073e-06 1.884065e-07
18.200226 -1.019185e+00 6.794929e-07 -8.790622e-07 1.917870e-07
18.720238 -7.948743e-01 7.152557e-07 -9.428397e-07 1.870773e-07
19.240250 -4.305638e-01 8.165836e-07 -1.153448e-06 2.186136e-07
19.760262 -3.621357e-02 8.124858e-07 -1.699634e-06 3.384442e-07
20.280273 3.589376e-01 7.808209e-07 -1.226958e-06 2.560836e-07
20.800285 7.342509e-01 7.092953e-07 -1.225745e-06 2.343798e-07
21.320297 9.957542e-01 6.854534e-07 -8.148181e-07 1.584262e-07
21.840309 1.004806e+00 7.510185e-07 -7.905953e-07 1.525543e-07
22.360321 7.553252e-01 8.046627e-07 -1.105462e-06 2.109837e-07
22.880333 3.832858e-01 8.225441e-07 -1.325683e-06 2.742408e-07
23.400345 -1.169888e-02 7.819384e-07 -1.778468e-06 3.409251e-07
23.920357 -4.064334e-01 7.599592e-07 -1.190532e-06 2.360145e-07
24.440369 -7.749702e-01 7.092953e-07 -1.080860e-06 2.315512e-07
24.960381 -1.012480e+00 7.629395e-07 -1.081083e-06 2.127806e-07
25.480392 -9.861475e-01 8.285045e-07 -9.944994e-07 2.011297e-07
26.000404 -7.134891e-01 7.987022e-07 -9.405194e-07 1.840192e-07
26.520416 -3.351743e-01 7.867813e-07 -1.571003e-06 3.117910e-07
27.040428 6.019884e-02 8.981675e-07 -2.084995e-06 4.057871e-07
27.560440 4.542265e-01 8.612871e-07 -1.259778e-06 2.387788e-07
28.080452 8.142731e-01 8.463859e-07 -1.039898e-06 1.955993e-07
28.600464 1.025155e+00 8.225441e-07 -1.082939e-06 2.062702e-07
29.120476 9.633561e-01 9.238720e-07 -9.689954e-07 2.113517e-07
29.640488 6.697542e-01 8.761883e-07 -1.159553e-06 2.362808e-07
30.160500 2.864742e-01 8.463859e-07 -1.961825e-06 3.773930e-07
30.680511 -1.091209e-01 8.381903e-07 -2.340406e-06 4.828569e-07
31.200523 -5.020409e-01 9.238720e-07 -1.779184e-06 3.436822e-07
31.720535 -8.516786e-01 8.225441e-07 -1.469632e-06 2.852434e-07
32.240547 -1.033491e+00 8.702278e-07 -1.041782e-06 2.127314e-07
32.760559 -9.367136e-01 8.463859e-07 -1.017155e-06 1.930620e-07
33.280571 -6.245041e-01 9.119511e-07 -1.683688e-06 3.372577e-07
33.800583 -2.373992e-01 8.970499e-07 -1.773901e-06 3.632182e-07
34.320595 1.583036e-01 1.071394e-06 -3.320703e-06 6.302621e-07
34.840607 5.495812e-01 9.536743e-07 -2.160730e-06 4.459162e-07
35.360619 8.866967e-01 9.775162e-07 -1.548922e-06 3.332957e-07
35.880630 1.037241e+00 8.702278e-07 -1.813997e-06 3.478566e-07
36.400642 9.064749e-01 9.119511e-07 -1.713081e-06 3.640246e-07
36.920654 5.780029e-01 1.043081e-06 -2.086199e-06 4.058026e-07
37.440666 1.880356e-01 1.037121e-06 -1.779517e-06 3.468877e-07
37.960678 -2.076970e-01 9.849667e-07 -4.108972e-06 8.574261e-07
38.480690 -5.966396e-01 1.031160e-06 -2.224482e-06 4.227916e-07
39.000702 -9.189421e-01 9.536743e-07 -9.635338e-07 2.071197e-07
39.520714 -1.036322e+00 9.894371e-07 -9.965755e-07 2.026017e-07
40.040726 -8.729960e-01 9.775162e-07 -1.783353e-06 3.366021e-07
40.560738 -5.305437e-01 9.715557e-07 -1.450233e-06 2.942562e-07
41.080750 -1.385035e-01 1.105666e-06 -1.679343e-06 3.797105e-07
41.600761 2.571884e-01 1.102686e-06 -5.237260e-06 1.019124e-06
42.120773 6.429229e-01 1.245737e-06 -1.284798e-06 2.403675e-07
42.640785 9.479787e-01 1.037121e-06 -2.970700e-06 5.627226e-07
43.160797 1.030662e+00 1.025200e-06 -2.407870e-06 4.955835e-07
43.680809 8.365765e-01 1.072884e-06 -1.504512e-06 2.911399e-07
44.200821 4.823028e-01 1.063943e-06 -1.661656e-06 3.298292e-07
44.720833 8.881445e-02 1.067668e-06 -2.419732e-06 4.991396e-07
45.240845 -3.067482e-01 1.072884e-06 -4.779011e-06 1.038832e-06
45.760857 -6.882055e-01 1.078844e-06 -2.782401e-06 5.839340e-07
46.280869 -9.734790e-01 1.025200e-06 -2.846430e-06 6.103626e-07
46.800880 -1.020347e+00 1.120567e-06 -3.330510e-06 6.265369e-07
47.320892 -7.975993e-01 1.114607e-06 -3.807119e-06 8.029617e-07
47.840904 -4.335034e-01 1.031160e-06 -4.073827e-06 8.481608e-07
48.360916 -3.904648e-02 1.069531e-06 -5.205699e-06 9.620192e-07
48.880928 3.562565e-01 1.096725e-06 -5.157658e-06 9.257514e-07
49.400940 7.321576e-01 1.108646e-06 -6.511107e-06 1.184342e-06
49.920952 9.950626e-01 1.156330e-06 -1.646822e-06 3.195219e-07
50.440964 1.005448e+00 1.144409e-06 -1.531332e-06 3.211501e-07
50.960976 7.563579e-01 1.090765e-06 -5.437662e-06 1.003945e-06
